 # E(eV),02_0.5_RA,02_0.5_RR,02_1.0_RA,02_1.0_RR,,E,07_0.5_RA,07_0.5_RR,07_1.0_RA,07_1.0_RR,,E,10_0.5_RA,10_0.5_RR,10_1.0_RA,10_1.0_RR,,E,20_0.5_RA,20_1.0_RA,20_0.5_RR,20_1.0_RR
,,,,,,,,,,,,,,,,,,16.375,726230,492971,581438,309895
,,,,,,,,,,,,,,,,,,16.385,725933,492516,581115,309552
,,,,,,,,,,,,,,,,,,16.395,725638,492048,580811,309194
,,,,,,,,,,,,,,,,,,16.405,725353,491581,580483,308855
,,,,,,,,,,,,,,,,,,16.415,725071,491078,580208,308496
,,,,,,,,,,,,,,,,,,16.425,724767,490551,579901,308146
,,,,,,,,,,,,,,,,,,16.435,724482,490051,579597,307780
,,,,,,,,,,,,,,,,,,16.445,724121,489556,579285,307427
,,,,,,,,,,,,,,,,,,16.455,723822,489085,578973,307068
,,,,,,,,,,,,,,,,,,16.465,723489,488640,578666,306709
,,,,,,,,,,,,,,,,,,16.475,723183,488109,578364,306369
,,,,,,,,,,,,,,,,,,16.485,722864,487615,578038,305973
,,,,,,,,,,,,,,,,,,16.495,722515,487097,577728,305608
,,,,,,,,,,,,,,,,,,16.505,722200,486582,577421,305280
,,,,,,,,,,,,,,,,,,16.515,721872,486070,577123,304932
,,,,,,,,,,,,,,,,,,16.525,721549,485591,576782,304524
,,,,,,,,,,,,,,,,,,16.535,721220,485052,576422,304145
,,,,,,,,,,,,,,,,,,16.545,720902,484533,576121,303785
,,,,,,,,,,,,,,,,,,16.555,720580,484020,575790,303443
,,,,,,,,,,,,,,,,,,16.565,720245,483508,575500,303065
,,,,,,,,,,,,,,,,,,16.575,719911,482967,575189,302713
,,,,,,,,,,,,,,,,,,16.585,719610,482430,574888,302320
,,,,,,,,,,,,,,,,,,16.595,719259,481928,574552,301940
,,,,,,,,,,,,,,,,,,16.605,718891,481360,574209,301554
,,,,,,,,,,,,,,,,,,16.615,718526,480893,573846,301195
,,,,,,,,,,,,,,,,,,16.625,718189,480333,573528,300809
,,,,,,,,,,,,,,,,,,16.635,717836,479806,573189,300441
,,,,,,,,,,,,,,,,,,16.645,717473,479315,572831,300051
,,,,,,,,,,,,,,,,,,16.655,717123,478770,572506,299666
,,,,,,,,,,,,,,,,,,16.665,716761,478194,572157,299275
,,,,,,,,,,,,,,,,,,16.675,716432,477645,571846,298913
,,,,,,,,,,,,,,,,,,16.685,716116,477126,571525,298525
,,,,,,,,,,,,,,,,,,16.695,715760,476576,571201,298145
,,,,,,,,,,,,,,,,,,16.705,715405,476053,570871,297754
,,,,,,,,,,,,,,,,,,16.715,715025,475513,570544,297362
,,,,,,,,,,,,,,,,,,16.725,714678,474977,570187,296965
,,,,,,,,,,,,,,,,,,16.735,714295,474396,569820,296575
,,,,,,,,,,,,,,,,,,16.745,713909,473827,569464,296209
,,,,,,,,,,,,,,,,,,16.755,713565,473244,569143,295793
,,,,,,,,,,,,,,,,,,16.765,713209,472659,568766,295416
,,,,,,,,,,,,,,,,,,16.775,712845,472069,568409,295024
,,,,,,,,,,,,,,,,,,16.785,712476,471499,568035,294600
,,,,,,,,,,,,,,,,,,16.795,712096,470923,567649,294183
,,,,,,,,,,,,,,,,,,16.805,711734,470324,567305,293743
,,,,,,,,,,,,,,,,,,16.815,711373,469693,566965,293354
,,,,,,,,,,,,,,,,,,16.825,710986,469105,566606,292914
,,,,,,,,,,,,,,,,,,16.835,710649,468505,566257,292496
,,,,,,,,,,,,,,,,,,16.845,710289,467900,565913,292079
,,,,,,,,,,,,,,,,,,16.855,709903,467330,565559,291697
,,,,,,,,,,,,,,,,,,16.865,709550,466745,565199,291305
,,,,,,,,,,,,,,,,,,16.875,709158,466119,564844,290865
,,,,,,,,,,,,,,,,,,16.885,708743,465574,564438,290490
,,,,,,,,,,,,,,,,,,16.895,708353,464970,564043,290105
,,,,,,,,,,,,,,,,,,16.905,707976,464391,563679,289706
,,,,,,,,,,,,,,,,,,16.915,707597,463800,563311,289309
,,,,,,,,,,,,,,,,,,16.925,707173,463197,562908,288880
,,,,,,,,,,,,,,,,,,16.935,706786,462545,562543,288420
,,,,,,,,,,,,,,,,,,16.945,706359,461920,562150,287972
,,,,,,,,,,,,,,,,,,16.955,705961,461319,561729,287538
,,,,,,,,,,,,,,,,,,16.965,705549,460662,561340,287146
,,,,,,,,,,,,,,,,,,16.975,705154,460027,560953,286714
,,,,,,,,,,,,,,,,,,16.985,704784,459383,560555,286316
,,,,,,,,,,,,,,,,,,16.995,704355,458748,560163,285895
,,,,,,,,,,,,,,,,,,17.005,703924,458098,559755,285479
,,,,,,,,,,,,,,,,,,17.015,703489,457506,559329,285033
,,,,,,,,,,,,,,,,,,17.025,703057,456866,558939,284578
,,,,,,,,,,,,,,,,,,17.035,702659,456222,558538,284153
,,,,,,,,,,,,,,,,,,17.045,702246,455526,558101,283709
,,,,,,,,,,,,,,,,,,17.055,701802,454871,557713,283262
,,,,,,,,,,,,,,,,,,17.065,701379,454244,557309,282822
,,,,,,,,,,,,,,,,,,17.075,700940,453585,556893,282367
,,,,,,,,,,,,,,,,,,17.085,700528,452949,556482,281931
,,,,,,,,,,,,,,,,,,17.095,700099,452273,556065,281478
,,,,,,,,,,,,,,,,,,17.105,699668,451565,555631,280998
,,,,,,,,,,,,,,,,,,17.115,699261,450872,555213,280551
,,,,,,,,,,,,,,,,,,17.125,698823,450183,554807,280095
,,,,,,,,,,,,,,,,,,17.135,698357,449520,554402,279639
,,,,,,,,,,,,,,,,,,17.145,697853,448827,553980,279192
,,,,,,,,,,,,,,,,,,17.155,697411,448103,553543,278732
,,,,,,,,,,,,,,,,,,17.165,696973,447398,553124,278218
,,,,,,,,,,,,,,,,,,17.175,696517,446700,552705,277765
,,,,,,,,,,,,,,,,,,17.185,696017,446025,552243,277312
,,,,,,,,,,,,,,,,,,17.195,695535,445327,551818,276828
,,,,,,,,,,,,,,,,,,17.205,695079,444646,551380,276344
,,,,,,,,,,,,,,,,,,17.215,694593,443880,550907,275863
,,,,,,,,,,,,,,,,,,17.225,694103,443194,550466,275376
,,,,,,,,,,,,,,,,,,17.235,693635,442484,550036,274844
,,,,,,,,,,,,,,,,,,17.245,693167,441802,549600,274349
,,,,,,,,,,,,,,,,,,17.255,692663,441071,549169,273837
,,,,,,,,,,,,,,,,,,17.265,692173,440289,548694,273300
,,,,,,,,,,,,,,,,,,17.275,691668,439585,548231,272803
,,,,,,,,,,,,,,,,,,17.285,691160,438908,547744,272283
,,,,,,,,,,,,,,,,,,17.295,690657,438168,547276,271752
,,,,,,,,,,,,,,,,,,17.305,690132,437392,546818,271265
,,,,,,,,,,,,,,,,,,17.315,689623,436682,546353,270772
,,,,,,,,,,,,,,,,,,17.325,689100,435959,545871,270257
,,,,,,,,,,,,,,,,,,17.335,688600,435201,545384,269762
,,,,,,,,,,,,,,,,,,17.345,688081,434435,544891,269265
,,,,,,,,,,,,,,,,,,17.355,687557,433634,544421,268737
,,,,,,,,,,,,,,,,,,17.365,687011,432904,543908,268183
,,,,,,,,,,,,,,,,,,17.375,686499,432154,543434,267708
,,,,,,,,,,,,,,,,,,17.385,685961,431377,542934,267197
,,,,,,,,,,,,,,,,,,17.395,685387,430558,542419,266650
,,,,,,,,,,,,,,,,,,17.405,684878,429738,541912,266128
,,,,,,,,,,,,,,,,,,17.415,684320,428890,541423,265615
,,,,,,,,,,,,,,,,,,17.425,683765,428106,540899,265097
,,,,,,,,,,,,,,,,,,17.435,683211,427303,540395,264536
,,,,,,,,,,,,,,,,,,17.445,682653,426417,539864,263971
,,,,,,,,,,,,,,,,,,17.455,682072,425578,539341,263402
,,,,,,,,,,,,,,,,,,17.465,681475,424759,538793,262809
,,,,,,,,,,,,,,,,,,17.475,680908,423932,538264,262231
,,,,,,,,,,,,,,,,,,17.485,680331,423092,537742,261660
,,,,,,,,,,,,,,,,,,17.495,679731,422290,537226,261144
,,,,,,,,,,,,,,,,,,17.505,679148,421429,536640,260620
,,,,,,,,,,,,,,,,,,17.515,678525,420558,536083,260051
,,,,,,,,,,,,,,,,,,17.525,677929,419710,535540,259445
,,,,,,,,,,,,,,,,,,17.535,677319,418825,534999,258872
,,,,,,,,,,,,,,,,,,17.545,676654,417962,534417,258288
,,,,,,,,,,,,,,,,,,17.555,676021,417105,533843,257737
,,,,,,,,,,,,,,,,,,17.565,675426,416258,533299,257141
,,,,,,,,,,,,,,,,,,17.575,674821,415382,532767,256586
,,,,,,,,,,,,,,,,,,17.585,674151,414496,532209,256047
,,,,,,,,,,,,,,,,,,17.595,673540,413679,531634,255472
,,,,,,,,,,,,,,,,,,17.605,672886,412778,531071,254859
,,,,,,,,,,,,,,,,,,17.615,672197,411798,530507,254230
,,,,,,,,,,,,,,,,,,17.625,671534,410924,529910,253629
,,,,,,,,,,,,,,,,,,17.635,670855,410050,529347,253025
,,,,,,,,,,,,,,,,,,17.645,670258,409155,528720,252417
,,,,,,,,,,,,,,,,,,17.655,669603,408246,528161,251799
,,,,,,,,,,,,,,,,,,17.665,668858,407360,527512,251186
,,,,,,,,,,,,,,,,,,17.675,668174,406441,526884,250607
,,,,,,,,,,,,,,,,,,17.685,667489,405561,526249,250025
,,,,,,,,,,,,,,,,,,17.695,666820,404637,525625,249399
,,,,,,,,,,,,,,,,,,17.705,666073,403737,524989,248810
,,,,,,,,,,,,,,,,,,17.715,665312,402747,524352,248170
,,,,,,,,,,,,,,,,,,17.725,664625,401812,523702,247527
,,,,,,,,,,,,,,,,,,17.735,663907,400808,523063,246933
,,,,,,,,,,,,,,,,,,17.745,663212,399860,522446,246339
,,,,,,,,,,,,,,,,,,17.755,662517,398905,521837,245723
,,,,,,,,,,,,,,,,,,17.765,661821,397962,521259,245099
,,,,,,,,,,,,,,,,,,17.775,661111,396983,520619,244441
,,,,,,,,,,,,,,,,,,17.785,660384,396006,519968,243815
,,,,,,,,,,,,,,,,,,17.795,659666,395019,519306,243179
,,,,,,,,,,,,,,,,,,17.805,658918,394037,518673,242487
,,,,,,,,,,,,,,,,,,17.815,658167,392996,518024,241810
,,,,,,,,,,,,,,,,,,17.825,657443,392020,517344,241182
,,,,,,,,,,,,,,,,,,17.835,656676,391006,516644,240512
,,,,,,,,,,,,,,,,,,17.845,655875,390021,515940,239864
,,,,,,,,,,,,,,,,,,17.855,655085,389004,515286,239196
,,,,,,,,,,,,,,,,,,17.865,654284,388000,514592,238479
,,,,,,,,,,,,,,,,,,17.875,653459,386915,513905,237794
,,,,,,,,,,,,,,,,,,17.885,652623,385853,513206,237035
,,,,,,,,,,,,,,,,,,17.895,651831,384833,512505,236360
,,,,,,,,,,,,,,,,,,17.905,651048,383737,511738,235687
,,,,,,,,,,,,,,,,,,17.915,650241,382708,511026,235011
,,,,,,,,,,,,,,,,,,17.925,649415,381654,510292,234334
,,,,,,,,,,,,,,,,,,17.935,648572,380577,509549,233654
,,,,,,,,,,,,,,,,,,17.945,647746,379496,508823,232939
,,,,,,,,,,,,,,,,,,17.955,646882,378389,508083,232262
,,,,,,,,,,,,,,,,,,17.965,646024,377284,507329,231571
,,,,,,,,,,,,,,,,,,17.975,645184,376200,506607,230812
,,,,,,,,,,,,,,,,,,17.985,644308,375108,505859,230090
,,,,,,,,,,,,,,,,,,17.995,643466,373941,505145,229350
,,,,,,,,,,,,,,,,,,18.005,642561,372868,504353,228598
,,,,,,,,,,,,,,,,,,18.015,641669,371706,503565,227845
,,,,,,,,,,,,,,,,,,18.025,640793,370590,502767,227120
,,,,,,,,,,,,,,,,,,18.035,639839,369471,501955,226388
,,,,,,,,,,,,,,,,,,18.045,638911,368301,501137,225668
,,,,,,,,,,,,,,,,,,18.055,638064,367127,500366,224932
,,,,,,,,,,,,,,,,,,18.065,637121,365984,499557,224149
,,,,,,,,,,,,,,,,,,18.075,636142,364787,498743,223411
,,,,,,,,,,,,,,,,,,18.085,635223,363618,497901,222668
,,,,,,,,,,,,,,,,,,18.095,634298,362438,497116,221889
,,,,,,,,,,,,,,,,,,18.105,633287,361240,496253,221083
,,,,,,,,,,,,,,,,,,18.115,632299,360114,495405,220255
,,,,,,,,,,,,,,,,,,18.125,631325,358879,494560,219464
,,,,,,,,,,,,,,,,,,18.135,630315,357692,493630,218657
,,,,,,,,,,,,,,,,,,18.145,629362,356478,492821,217879
,,,,,,,,,,,,,,,,,,18.155,628289,355235,491949,217068
,,,,,,,,,,,,,,,,,,18.165,627250,353924,491082,216271
,,,,,,,,,,,,,,,,,,18.175,626185,352706,490249,215446
,,,,,,,,,,,,,,,,,,18.185,625068,351445,489379,214624
,,,,,,,,,,,,,,,,,,18.195,623940,350167,488432,213770
,,,,,,,,,,,,,,,,,,18.205,622855,348804,487546,212971
,,,,,,,,,,,,,,,,,,18.215,621753,347495,486625,212108
,,,,,,,,,,,,,,,,,,18.225,620625,346232,485695,211264
,,,,,,,,,,,,,,,,,,18.235,619473,344868,484739,210493
,,,,,,,,,,,,,,,,,,18.245,618259,343572,483765,209658
,,,,,,,,,,,,,,,,,,18.255,617155,342229,482841,208850
,,,,,,,,,,,,,,,,,,18.265,616006,340884,481909,208025
,,,,,,,,,,,,,,,,,,18.275,614883,339546,480909,207152
,,,,,,,,,,,,,,,,,,18.285,613699,338188,479912,206246
,,,,,,,,,,,,,,,,,,18.295,612540,336864,478940,205391
,,,,,,,,,,,,,,,,,,18.305,611324,335547,477984,204545
,,,,,,,,,,,,,,,,,,18.315,610102,334172,476978,203651
,,,,,,,,,,,,,,,,,,18.325,608895,332808,475917,202807
,,,,,,,,,,,,,,,,,,18.335,607658,331407,474860,201911
,,,,,,,,,,,,,,,,,,18.345,606439,329992,473888,201070
,,,,,,,,,,,,,,,,,,18.355,605216,328604,472869,200204
,,,,,,,,,,,,,,,,,,18.365,603972,327223,471854,199337
,,,,,,,,,,,,,,,,,,18.375,602673,325795,470788,198433
,,,,,,,,,,,,,,,,,,18.385,601366,324336,469728,197527
,,,,,,,,,,,,,,,,,,18.395,600055,322848,468606,196612
,,,,,,,,,,,,,,,,,,18.405,598735,321376,467552,195675
,,,,,,,,,,,,,,,,,,18.415,597414,319977,466452,194769
,,,,,,,,,,,,,,,,,,18.425,596070,318523,465315,193842
,,,,,,,,,,,,,,,,,,18.435,594774,317060,464260,192945
,,,,,,,,,,,,,,,,,,18.445,593370,315573,463169,192044
,,,,,,,,,,,,,,,,,,18.455,591964,314102,461943,191155
,,,,,,,,,,,,,,,,,,18.465,590481,312598,460823,190239
,,,,,,,,,,,,,,,,,,18.475,589066,311053,459625,189292
,,,,,,,,,,,,,,,,,,18.485,587638,309527,458487,188300
,,,,,,,,,,,,,,,,,,18.495,586180,308025,457332,187348
,,,,,,,,,,,,,,,,,,18.505,584713,306446,456168,186397
,,,,,,,,,,,,,,,,,,18.515,583180,304896,454964,185453
,,,,,,,,,,,,,,,,,,18.525,581693,303320,453716,184481
,,,,,,,,,,,,,,,,,,18.535,580182,301760,452501,183523
,,,,,,,,,,,,,,,,,,18.545,578685,300139,451323,182563
,,,,,,,,,,,,,,,,,,18.555,577131,298548,450014,181538
,,,,,,,,,,,,,,,,,,18.565,575528,296878,448748,180469
,,,,,,,,,,,,,,,,,,18.575,573971,295318,447508,179455
,,,,,,,,,,,,,,,,,,18.585,572434,293691,446186,178444
,,,,,,,,,,,,,,,,,,18.595,570772,292085,444866,177415
,,,,,,,,,,,,,,,,,,18.605,569135,290401,443553,176384
,,,,,,,,,,,,,,,,,,18.615,567468,288727,442279,175358
,,,,,,,,,,,,,,,,,,18.625,565852,287091,440869,174316
,,,,,,,,,,,,,,,,,,18.635,564111,285402,439524,173220
,,,,,,,,,,,,,,,,,,18.645,562394,283763,438122,172157
,,,,,,,,,,,,,,,,,,18.655,560572,282003,436670,171079
,,,,,,,,,,,,,,,,,,18.665,558766,280244,435167,169957
,,,,,,,,,,,,,,,,,,18.675,556973,278567,433750,168883
,,,,,,,,,,,,,,,,,,18.685,555135,276868,432338,167766
,,,,,,,,,,,,,,,,,,18.695,553261,275102,430824,166678
,,,,,,,,,,,,,,,,,,18.705,551372,273283,429250,165522
,,,,,,,,,,,,,,,,,,18.715,549507,271420,427746,164430
,,,,,,,,,,,,,,,,,,18.725,547624,269609,426163,163250
,,,,,,,,,,,,,,,,,,18.735,545663,267881,424601,162062
,,,,,,,,,,,,,,,,,,18.745,543752,266022,423040,160897
,,,,,,,,,,,,,,,,,,18.755,541711,264119,421464,159769
,,,,,,,,,,,,,,,,,,18.765,539688,262261,419840,158602
,,,,,,,,,,,,,,,,,,18.775,537650,260342,418210,157452
,,,,,,,,,,,,,,,,,,18.785,535519,258507,416412,156270
,,,,,,,,,,,,,,,,,,18.795,533397,256582,414691,155090
,,,,,,,,,,,,,,,,,,18.805,531223,254724,413044,153969
,,,,,,,,,,,,,,,,,,18.815,529024,252777,411343,152787
,,,,,,,,,,,,,,,,,,18.825,526840,250886,409567,151581
,,,,,,,,,,,,,,,,,,18.835,524580,248861,407701,150324
,,,,,,,,,,,,,,,,,,18.845,522332,246865,405785,149086
,,,,,,,,,,,,,,,,,,18.855,519953,244868,403921,147802
,,,,,,,,,,,,,,,,,,18.865,517609,242856,402031,146575
,,,,,,,,,,,,,,,,,,18.875,515269,240835,400167,145279
,,,,,,,,,,,,,,,,,,18.885,512831,238798,398233,144044
,,,,,,,,,,,,,,,,,,18.895,510291,236849,396269,142811
,,,,,,,,,,,,,,,,,,18.905,507693,234745,394238,141529
,,,,,,,,,,,,,,,,,,18.915,505124,232671,392160,140250
,,,,,,,,,,,,,,,,,,18.925,502525,230555,390079,138982
,,,,,,,,,,,,,,,,,,18.935,499890,228481,387945,137711
,,,,,,,,,,,,,,,,,,18.945,497182,226389,385825,136402
,,,,,,,,,,,,,,,,,,18.955,494453,224254,383554,135109
,,,,,,,,,,,,,,,,,,18.965,491689,222100,381422,133775
,,,,,,,,,,,,,,,,,,18.975,488925,219987,379181,132371
,,,,,,,,,,,,,,,,,,18.985,486076,217842,376902,131008
,,,,,,,,,,,,,,,,,,18.995,483234,215690,374706,129654
,,,,,,,,,,,,,,,,,,19.005,480315,213503,372353,128323
,,,,,,,,,,,,,,,,,,19.015,477392,211288,369925,126945
,,,,,,,,,,,,,,,,,,19.025,474487,208992,367546,125535
,,,,,,,,,,,,,,,,,,19.035,471345,206733,365073,124204
,,,,,,,,,,,,,,,,,,19.045,468192,204426,362582,122810
,,,,,,,,,,,,,,,,,,19.055,464993,202212,360046,121460
,,,,,,,,,,,,,,,,,,19.065,461734,199899,357417,119963
,,,,,,,,,,,,,,,,,,19.075,458396,197564,354823,118517
,,,,,,,,,,,,,,,,,,19.085,455033,195116,352185,117118
,,,,,,,,,,,,,,,,,,19.095,451641,192743,349438,115643
,,,,,,,,,,,,,,,,,,19.105,448096,190258,346603,114210
,,,,,,,,,,,,,,,,,,19.115,444643,187843,343815,112775
,,,,,,,,,,,,,,,,,,19.125,441050,185485,340972,111341
,,,,,,,,,,,,,,,,,,19.135,437411,183164,338086,109910
,,,,,,,,,,,,,,,,,,19.145,433630,180707,335133,108463
,,,,,,,,,,,,,,,,,,19.155,429747,178369,332061,106921
,,,,,,,,,,,,,,,,,,19.165,425918,175892,329076,105431
,,,,,,,,,,,,,,,,,,19.175,421941,173466,325884,103928
,,,,,,,,,,,,,,,,,,19.185,417969,170918,322642,102358
,,,,,,,,,,,,,,,,,,19.195,413827,168349,319494,100855
,,,,,,,,,,,,,,,,,,19.205,409624,165817,316105,99326
,,,,,,,,,,,,,,,,,,19.215,405404,163358,312785,97787
,,,,,,,,,,,,,,,,,,19.225,401138,160801,309375,96292
,,,,,,,,,,,,,,,,,,19.235,396787,158196,305918,94761
,,,,,,,,,,,,,,,,,,19.245,392384,155559,302332,93227
,,,,,,,,,,,,,,,,,,19.255,387889,153089,298826,91587
,,,,,,,,,,,,,,,,,,19.265,383260,150436,295190,90067
,,,,,,,,,,,,,,,,,,19.275,378543,147740,291483,88531
,,,,,,,,,,,,,,,,,,19.285,373760,145100,287773,86864
,,,,,,,,,,,,,,,,,,19.295,368837,142457,283993,85275
,,,,,,,,,,,,,,,,,,19.305,364022,139847,280164,83615
,,,,,,,,,,,,,,,,,,19.315,359037,137204,276269,82072
,,,,,,,,,,,,,,,,,,19.325,354019,134480,272244,80510
,,,,,,,,,,,,,,,,,,19.335,348744,131772,268150,78863
,,,,,,,,,,,,,,,,,,19.345,343353,129038,264127,77272
,,,,,,,,,,,,,,,,,,19.355,337998,126249,259945,75635
,,,,,,,,,,,,,,,,,,19.365,332540,123538,255850,73960
,,,,,,,,,,,,,,,,,,19.375,326915,120759,251611,72371
,,,,,,,,,,,,,,,,,,19.385,321181,118034,247219,70673
,,,,,,,,,,,,,,,,,,19.395,315373,115374,242756,69027
,,,,,,,,,,,,,,,,,,19.405,309576,112605,238240,67336
,,,,,,,,,,,,,,,,,,19.415,303672,109851,233737,65752
,,,,,,,,,,,,,,,,,,19.425,297629,107060,229065,64127
,,,,,,,,,,,,,,,,,,19.435,291600,104334,224250,62435
,,,,,,,,,,,,,,,,,,19.445,285317,101565,219509,60732
,,,,,,,,,,,,,,,,,,19.455,279209,98812,214801,59118
,,,,,,,,,,,,,,,,,,19.465,273028,96136,209997,57564
,,,,,,,,,,,,,,,,,,19.475,266811,93259,205245,55911
,,,,,,,,,,,,,,,,,,19.485,260586,90563,200357,54230
,,,,,,,,,,,,,,,,,,19.495,254208,87900,195348,52630
,,,,,,,,,,,,,,,,,,19.505,247933,85194,190637,50984
,,,,,,,,,,,,,,,,,,19.515,241343,82569,185600,49392
,,,,,,,,,,,,,,,,,,19.525,234919,79832,180633,47766
,,,,,,,,,,,,,,,,,,19.535,228466,77214,175669,46159
,,,,,,,,,,,,,,,,,,19.545,222098,74514,170663,44657
,,,,,,,,,,,,,,,,,,19.555,215536,71913,165641,43144
,,,,,,,,,,,,,,,,,,19.565,208974,69375,160597,41621
,,,,,,,,,,,,,,,,,,19.575,202430,66807,155697,40171
,,,,,,,,,,,,,,,,,,19.585,195931,64346,150637,38603
,,,,,,,,,,,,,,,,,,19.595,189385,61903,145583,37145
,,,,,,,,,,,,,,,,,,19.605,182888,59412,140766,35670
,,,,,,,,,,,,,,,,,,19.615,176452,57003,135814,34238
,,,,,,,,,,,,,,,,,,19.625,170143,54665,130867,32827
,,,,,,,,,,,,,,,,,,19.635,164013,52343,126095,31458
,,,,,,,,,,,,,,,,,,19.645,157885,50072,121387,30091
,,,,,,,,,,,,,,,,,,19.655,151538,47960,116562,28774
,,,,,,,,,,,,,,,,,,19.665,145442,45761,111874,27442
,,,,,,,,,,,,,,,,,,19.675,139343,43536,107224,26159
,,,,,,,,,,,,,,,,,,19.685,133470,41544,102715,24953
,,,,,,,,,,,,,,,,,,19.695,127652,39507,98249,23752
,,,,,,,,,,,,,,,,,,19.705,121909,37473,93883,22544
,,,,,,,,,,,,,,,,,,19.715,116368,35588,89591,21381
,,,,,,,,,,,,,,,,,,19.725,110798,33772,85418,20278
,,,,,,,,,,,,,,,,,,19.735,105350,32021,81347,19168
,,,,,,,,,,,,,,,,,,19.745,100037,30240,77317,18121
,,,,,,,,,,,,,,,,,,19.755,94904,28658,73273,17071
,,,,,,,,,,,,,,,,,,19.765,89772,27022,69352,16082
,,,,,,,,,,,,,,,,,,19.775,84854,25458,65629,15218
,,,,,,,,,,,,,,,,,,19.785,80180,23955,62019,14327
,,,,,,,,,,,,,,,,,,19.795,75747,22469,58621,13504
,,,,,,,,,,,,,,,,,,19.805,71457,21085,55355,12708
,,,,,,,,,,,,,,,,,,19.815,67297,19771,52119,11930
,,,,,,,,,,,,,,,,,,19.825,63249,18421,49002,11160
,,,,,,,,,,,,,,,,,,19.835,59373,17216,45934,10396
,,,,,,,,,,,,,,,,,,19.845,55704,16117,43004,9697
,,,,,,,,,,,,,,,,,,19.855,52095,15048,40301,9029
,,,,,,,,,,,,,,,,,,19.865,48601,14009,37632,8441
,,,,,,,,,,,,,,,,,,19.875,45330,12967,35132,7853
,,,,,,,,,,,,,,,,,,19.885,42189,12052,32688,7308
,,,,,,,,,,,,,,,,,,19.895,39254,11199,30438,6774
,,,,,,,,,,,,,,,,,,19.905,36518,10396,28327,6261
,,,,,,,,,,,,,,,,,,19.915,33802,9601,26250,5808
,,,,,,,,,,,,,,,,,,19.925,31297,8820,24248,5403
,,,,,,,,,,,,,,,,,,19.935,28862,8121,22309,4981
,,,,,,,,,,,,,,,,,,19.945,26636,7491,20546,4593
,,,,,,,,,,,,,,,,,,19.955,24542,6858,18875,4230
,,,,,,,,,,,,,,,,,,19.965,22655,6297,17422,3876
,,,,,,,,,,,,,,,,,,19.975,20779,5800,16047,3548
,,,,,,,,,,,,,,,,,,19.985,19044,5310,14673,3268
,,,,,,,,,,,,,,,,,,19.995,17423,4877,13419,3000
,,,,,,,,,,,,,,,,,,20.005,15964,4449,12267,2710
,,,,,,,,,,,,,,,,,,20.015,14575,4084,11211,2469
,,,,,,,,,,,,,,,,,,20.025,13303,3723,10173,2256
,,,,,,,,,,,,,,,,,,20.035,12125,3366,9312,2067
,,,,,,,,,,,,,,,,,,20.045,11075,3055,8500,1873
,,,,,,,,,,,,,,,,,,20.055,10038,2791,7759,1697
,,,,,,,,,,,,,,,,,,20.065,9141,2540,7087,1568
,,,,,,,,,,,,,,,,,,20.075,8290,2300,6419,1417
,,,,,,,,,,,,,,,,,,20.085,7542,2079,5809,1283
,,,,,,,,,,,,,,,,,,20.095,6767,1882,5270,1164
,,,,,,,,,,,,,,,,,,20.105,6173,1714,4761,1054
,,,,,,,,,,,,,,,,,,20.115,5590,1553,4321,944
,,,,,,,,,,,,,,,,,,20.125,5044,1410,3889,854
,,,,,,,,,,,,,,,,,,20.135,4542,1261,3521,768
,,,,,,,,,,,,,,,,,,20.145,4115,1147,3183,707
,,,,,,,,,,,,,,,,,,20.155,3665,1050,2857,632
,,,,,,,,,,,,,,,,,,20.165,3350,950,2596,564
,,,,,,,,,,,,,,,,,,20.175,3027,848,2369,510
,,,,,,,,,,,,,,,,,,20.185,2716,759,2153,453
,,,,,,,,,,,,,,,,,,20.195,2448,690,1935,408
,,,,,,,,,,,,,,,,,,20.205,2230,634,1747,373
,,,,,,,,,,,,,,,,,,20.215,2004,581,1558,340
,,,,,,,,,,,,,,,,,,20.225,1821,512,1421,307
,,,,,,,,,,,,,,,,,,20.235,1657,470,1282,271
,,,,,,,,,,,,,,,,,,20.245,1513,438,1181,239
,,,,,,,,,,,,,,,,,,20.255,1363,386,1084,216
,,,,,,,,,,,,,,,,,,20.265,1256,353,983,204
,,,,,,,,,,,,,,,,,,20.275,1129,314,894,183
,,,,,,,,,,,,,,,,,,20.285,1038,281,799,167
,,,,,,,,,,,,,,,,,,20.295,946,257,727,146
,,,,,,,,,,,,,,,,,,20.305,869,236,672,133
,,,,,,,,,,,,,,,,,,20.315,788,207,603,120
,,,,,,,,,,,,,,,,,,20.325,712,189,546,106
,,,,,,,,,,,,,,,,,,20.335,636,175,488,97
,,,,,,,,,,,,,,,,,,20.345,577,162,449,89
,,,,,,,,,,,,,,,,,,20.355,516,147,419,73
,,,,,,,,,,,,,,,,,,20.365,478,139,390,67
,,,,,,,,,,,,,,,,,,20.375,446,135,353,64
,,,,,,,,,,,,,,,,,,20.385,405,120,328,53
,,,,,,,,,,,,,,,,,,20.395,367,106,297,47
,,,,,,,,,,,,,,,,,,20.405,336,101,272,44
,,,,,,,,,,,,,,,,,,20.415,306,89,249,41
,,,,,,,,,,,,,,,,,,20.425,277,80,225,36
,,,,,,,,,,,,,,,,,,20.435,261,68,209,33
,,,,,,,,,,,,,,,,,,20.445,247,60,190,27
,,,,,,,,,,,,,,,,,,20.455,231,52,172,23
,,,,,,,,,,,,,,,,,,20.465,217,50,157,21
